TPA,BENEFL,Clarity Benefit Solutions,77 Brant Avenue,Suite 206,Clark,NJ,07066,,,,,
PLN,BENEFL,BENASPIRA,Aspira Inc. of Pennsylvania,FSA,MED,20160901            ,20170831            ,ROLLOVER,20171130            ,30,0.00,2550.00
PLN,BENEFL,BENASPIRA,Aspira Inc. of Pennsylvania,FSA,MED,20170901            ,20170902            ,,20170902            ,0,0.00,2550.00
PLN,BENEFL,BENASPIRA,Aspira Inc. of Pennsylvania,ROL,FSAROLL,20150901            ,20161130            ,,20161130            ,30,0.00,500.00
EMP,BENEFL,BENWMYMCA,West Morris Area YMCA,221601259,14 Dover Chester Road,,Randolph,NJ,07869,bob@randolphymca.org,973-366-1120,
PLN,BENEFL,BENWMYMCA,West Morris Area YMCA,HRA,HRA,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENWMYMCA,West Morris Area YMCA,HRA,HRA,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWMYMCA,West Morris Area YMCA,HRA,HRA,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENWMYMCA,West Morris Area YMCA,HRA,HRA,20200101            ,20201231            ,,20201231            ,90,0.00,0.00
PLN,BENEFL,BENWMYMCA,West Morris Area YMCA,MRA,EXECHRA,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWMYMCA,West Morris Area YMCA,MRA,EXECHRA,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENWMYMCA,West Morris Area YMCA,MRA,EXECHRA,20200101            ,20201231            ,,20201231            ,90,0.00,0.00
EMP,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,222012591,1 Boland Drive,,West Orange,NJ,07052,cperzely@wolffsamson.com,973-530-2130,
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,DCP,DCA,20090101            ,20091231            ,,20100331            ,90,0.00,0.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,DCP,DCA,20100101            ,20101231            ,,20110331            ,90,0.00,5000.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,DCP,DCA,20110101            ,20111231            ,,20120331            ,,0.00,0.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,DCP,DCA,20120101            ,20121231            ,,20130331            ,,0.00,0.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,DCP,DCA,20130101            ,20131231            ,,20140331            ,90,0.00,5000.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,DCP,DCA,20140101            ,20141231            ,,20150331            ,90,0.00,5000.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,DCP,DCA,20150101            ,20151231            ,,20160331            ,90,0.00,5000.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,DCP,DCA,20160101            ,20161231            ,,20170331            ,90,0.00,5000.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,DCP,DCA,20170101            ,20171231            ,,20180331            ,90,0.00,5000.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,DCP,DCA,20180101            ,20181231            ,,20190331            ,90,0.00,5000.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,DCP,DCA,20190101            ,20191231            ,,20200331            ,90,0.00,5000.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,DCP,DCA,20200101            ,20201231            ,,20210331            ,90,0.00,5000.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,FSA,MED,20090101            ,20091231            ,GRACE,20100415            ,30,0.00,3000.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,FSA,MED,20100101            ,20101231            ,GRACE,20110415            ,30,0.00,3000.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,FSA,MED,20110101            ,20111231            ,GRACE,20120415            ,,0.00,3000.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,FSA,MED,20120101            ,20121231            ,GRACE,20130415            ,90,0.00,3000.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,FSA,MED,20130101            ,20131231            ,GRACE,20140415            ,90,0.00,2500.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,FSA,MED,20140101            ,20141231            ,GRACE,20150415            ,90,0.00,2500.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,FSA,MED,20150101            ,20151231            ,GRACE,20160415            ,90,0.00,2500.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,FSA,MED,20160101            ,20161231            ,GRACE,20170415            ,90,0.00,2500.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,FSA,MED,20170101            ,20171231            ,GRACE,20180430            ,90,0.00,2600.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,FSA,MED,20180101            ,20181231            ,GRACE,20190415            ,90,0.00,2650.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,FSA,MED,20190101            ,20191231            ,GRACE,20200415            ,90,0.00,2700.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,FSA,MED,20200101            ,20201231            ,GRACE,20210415            ,90,0.00,2700.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,LPF,LPFSA,20180101            ,20181231            ,GRACE,20190415            ,90,0.00,2650.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,LPF,LPFSA,20190101            ,20191231            ,GRACE,20200415            ,90,0.00,2700.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,LPF,LPFSA,20200101            ,20201231            ,,20210331            ,90,0.00,2700.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,PKG,PRK,20090101            ,20091231            ,,20100331            ,90,0.00,0.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,PKG,PRK,20100101            ,20101231            ,,20110331            ,90,0.00,0.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,PKG,PRK,20100101            ,20111231            ,,20120331            ,90,0.00,0.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,TRN,TRN,20090101            ,20091231            ,,20100331            ,90,0.00,0.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,TRN,TRN,20100101            ,20101231            ,,20110331            ,90,0.00,0.00
PLN,BENEFL,BENWOLFF,Chiesa Shahinian & Giantomasi PC,TRN,TRN,20100101            ,20111231            ,ROLLOVER,20120331            ,90,0.00,0.00
EMP,BENEFL,BENWOOL,"Woolston Construction Co., Inc.",222579503,PO Box 86,,Bordentown,NJ,08505,michaelhaugheywoolston@gmail.com,609-298-2243,
PLN,BENEFL,BENWOOL,"Woolston Construction Co., Inc.",HRA,HRA,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENWOOL,"Woolston Construction Co., Inc.",HRA,HRA,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWOOL,"Woolston Construction Co., Inc.",HRA,HRA,20190101            ,20191231            ,,20200430            ,90,0.00,0.00
PLN,BENEFL,BENWOOL,"Woolston Construction Co., Inc.",HRA,HRA,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
EMP,BENEFL,BENWORKIT,"Workit Health, Inc",472834915,3300 Washtenaw Ave. Ste. 280,,Ann Arbor,MI,48104,kristy@workithealth.com,855-659-7734,
PLN,BENEFL,BENWORKIT,"Workit Health, Inc",DCP,DCA,20200801            ,20210731            ,,20211031            ,30,0.00,5000.00
PLN,BENEFL,BENWORKIT,"Workit Health, Inc",FSA,MED,20200801            ,20210731            ,,20221031            ,30,0.00,2750.00
PLN,BENEFL,BENWORKIT,"Workit Health, Inc",LPF,LPFSA,20200801            ,20210731            ,,20221031            ,90,0.00,2750.00
PLN,BENEFL,BENWORKIT,"Workit Health, Inc",RO2,LPFSAROL,20200801            ,20210731            ,,20211031            ,90,0.00,0.01
PLN,BENEFL,BENWORKIT,"Workit Health, Inc",RO3,DCA-ROLL,20200801            ,20210731            ,ROLLOVER,20211031            ,90,0.00,0.01
PLN,BENEFL,BENWORKIT,"Workit Health, Inc",ROL,FSAROL,20200801            ,20210731            ,,20211031            ,90,0.00,0.01
EMP,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",232563608,"415 Sargon Way, Suite J",,Horsham,PA,19044,pstarfield@wm-cpa.com,215-675-8364,
PLN,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",DCP,DCA,20170101            ,20171231            ,GRACE,20180331            ,90,0.00,5000.00
PLN,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",DCP,DCA,20180101            ,20181231            ,GRACE,20190331            ,90,0.00,5000.00
PLN,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",DCP,DCA,20190101            ,20191231            ,GRACE,20200415            ,90,0.00,5000.00
PLN,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",DCP,DCA,20200101            ,20201231            ,,20210331            ,90,0.00,5000.00
PLN,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",FSA,MED,20170101            ,20171231            ,,20180331            ,90,0.00,2650.00
PLN,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",FSA,MED,20180101            ,20181231            ,,20190331            ,90,0.00,2650.00
PLN,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",FSA,MED,20190101            ,20191231            ,ROLLOVER,20200331            ,90,0.00,2700.00
PLN,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",FSA,MED,20200101            ,20201231            ,ROLLOVER,20210331            ,90,0.00,2750.00
PLN,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",RO3,DCAROL,20200101            ,20201231            ,,20210331            ,90,0.00,0.01
PLN,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",ROL,FSAROLL,20170101            ,20171231            ,GRACE,20180331            ,90,0.00,500.00
PLN,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",ROL,FSAROLL,20180101            ,20181231            ,,20190331            ,90,0.00,500.00
PLN,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",ROL,FSAROLL,20190101            ,20191231            ,,20200331            ,90,0.00,500.00
PLN,BENEFL,BENWOUCH,"Wouch, Maloney & Co., LLP",ROL,FSAROLL,20200101            ,20201231            ,,20210331            ,90,0.00,500.00
EMP,BENEFL,BENWRANET,Western Reserve Academy,340714390,115 College Street,,Hudson,OH,44236,morrisseyc@wra.net,330-650-9753,
PLN,BENEFL,BENWRANET,Western Reserve Academy,DCP,DCA,20180101            ,20181231            ,,20190331            ,90,0.00,5000.00
PLN,BENEFL,BENWRANET,Western Reserve Academy,FSA,MED,20180101            ,20181231            ,,20190331            ,90,0.00,2650.00
PLN,BENEFL,BENWRANET,Western Reserve Academy,ROL,FSAROLL,20180101            ,20181231            ,ROLLOVER,20190331            ,90,0.00,500.00
EMP,BENEFL,BENWRLDWD,Worldwide Supply LLC,141904196,1 Park Drive,,Franklin,NJ,07416,dperugino@worldwidesupply.net,973-823-6420,
PLN,BENEFL,BENWRLDWD,Worldwide Supply LLC,HRA,HRA,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWRLDWD,Worldwide Supply LLC,HRA,HRA,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENWRLDWD,Worldwide Supply LLC,HRA,HRA,20200101            ,20200531            ,,20200531            ,,0.00,0.00
EMP,BENEFL,BENWRMINT,"Watermark Risk Management International, LLC",562631108,"18415 Cedar Drive, Suite 100",,Triangle,VA,22172,denise.limato@wrmi-llc.com,402-206-1624,
PLN,BENEFL,BENWRMINT,"Watermark Risk Management International, LLC",DCP,DCA,20200501            ,20210430            ,,20210731            ,90,100.00,5000.00
PLN,BENEFL,BENWRMINT,"Watermark Risk Management International, LLC",DCP,DCA,20210501            ,20210630            ,,20210630            ,0,100.00,10500.00
PLN,BENEFL,BENWRMINT,"Watermark Risk Management International, LLC",FSA,MED,20200501            ,20210430            ,,20210731            ,90,0.00,1000.00
PLN,BENEFL,BENWRMINT,"Watermark Risk Management International, LLC",FSA,MED,20210501            ,20210630            ,ROLLOVER,20210630            ,0,100.00,166.00
PLN,BENEFL,BENWRMINT,"Watermark Risk Management International, LLC",PKG,PKG,20200501            ,20210630            ,,20210630            ,0,0.00,0.00
PLN,BENEFL,BENWRMINT,"Watermark Risk Management International, LLC",PNC,HSA,20200501            ,20210630            ,,20210630            ,1,0.00,0.00
PLN,BENEFL,BENWRMINT,"Watermark Risk Management International, LLC",ROL,FSAROL,20200501            ,20210430            ,,20210628            ,90,0.00,0.01
PLN,BENEFL,BENWRMINT,"Watermark Risk Management International, LLC",TRN,TRN,20200501            ,20210630            ,,20210630            ,,0.00,0.00
EMP,BENEFL,BENWRPL,Warburg Realty Partnership Ltd.,133628474,654 Madison Avenue 5th floor,,New York ,NY,10065,kguzman@warburgrealty.com ,212-439-4501,
PLN,BENEFL,BENWRPL,Warburg Realty Partnership Ltd.,DCP,DCA,20190201            ,20200131            ,GRACE,20200515            ,90,0.00,5000.00
PLN,BENEFL,BENWRPL,Warburg Realty Partnership Ltd.,DCP,DCA,20200201            ,20210131            ,,20210430            ,90,0.00,5000.00
PLN,BENEFL,BENWRPL,Warburg Realty Partnership Ltd.,FSA,MED,20190201            ,20200131            ,,20200430            ,90,0.00,2700.00
PLN,BENEFL,BENWRPL,Warburg Realty Partnership Ltd.,FSA,MED,20200201            ,20210131            ,ROLLOVER,20210430            ,90,0.00,2700.00
PLN,BENEFL,BENWRPL,Warburg Realty Partnership Ltd.,RO3,DCAROL,20200201            ,20210131            ,,20220430            ,90,0.00,0.01
PLN,BENEFL,BENWRPL,Warburg Realty Partnership Ltd.,ROL,FSAROL,20190201            ,20200131            ,,20200430            ,90,0.00,500.00
PLN,BENEFL,BENWRPL,Warburg Realty Partnership Ltd.,ROL,FSAROL,20200201            ,20210131            ,,20210430            ,90,0.00,0.01
EMP,BENEFL,BENWSTLKE,Westlake Distributors Inc.,953990064,8255 Firestone Blvd,Suite 200,Downey,CA,90241,pobrien@westlakeproduce.com,213-624-8676,
PLN,BENEFL,BENWSTLKE,Westlake Distributors Inc.,DCP,DCA,20170101            ,20171231            ,,20180331            ,90,0.00,5000.00
PLN,BENEFL,BENWSTLKE,Westlake Distributors Inc.,DCP,DCA,20180101            ,20181231            ,,20190331            ,90,0.00,5000.00
PLN,BENEFL,BENWSTLKE,Westlake Distributors Inc.,DCP,DCA,20190101            ,20191231            ,,20200331            ,90,0.00,5000.00
PLN,BENEFL,BENWSTLKE,Westlake Distributors Inc.,DCP,DCA,20200101            ,20201231            ,,20210331            ,90,0.00,5000.00
PLN,BENEFL,BENWSTLKE,Westlake Distributors Inc.,FSA,MED,20170101            ,20171231            ,,20180331            ,90,0.00,2600.00
PLN,BENEFL,BENWSTLKE,Westlake Distributors Inc.,FSA,MED,20180101            ,20181231            ,ROLLOVER,20190331            ,90,0.00,2650.10
PLN,BENEFL,BENWSTLKE,Westlake Distributors Inc.,FSA,MED,20190101            ,20191231            ,ROLLOVER,20200331            ,90,0.00,2700.00
PLN,BENEFL,BENWSTLKE,Westlake Distributors Inc.,FSA,MED,20200101            ,20201231            ,ROLLOVER,20210331            ,90,0.00,2750.00
PLN,BENEFL,BENWSTLKE,Westlake Distributors Inc.,RO3,DCA-ROLL,20200101            ,20201231            ,,20210331            ,90,0.00,0.01
PLN,BENEFL,BENWSTLKE,Westlake Distributors Inc.,ROL,FSAROL,20170101            ,20171231            ,,20180331            ,90,0.00,500.00
PLN,BENEFL,BENWSTLKE,Westlake Distributors Inc.,ROL,FSAROL,20180101            ,20181231            ,,20190331            ,90,0.00,500.00
PLN,BENEFL,BENWSTLKE,Westlake Distributors Inc.,ROL,FSAROL,20190101            ,20191231            ,,20200331            ,90,0.00,500.00
PLN,BENEFL,BENWSTLKE,Westlake Distributors Inc.,ROL,FSAROL,20200101            ,20201231            ,,20210331            ,90,0.00,500.00
EMP,BENEFL,BENASPS,American Society of Plastic Surgeons,941535436,444 East Algonquin Road,,Arlington Heights,IL,60005,rmachala@plasticsurgery.org,847-228-3321,
PLN,BENEFL,BENASPS,American Society of Plastic Surgeons,DCP,DCA,20160101            ,20161231            ,GRACE,20170415            ,30,0.00,5000.00
PLN,BENEFL,BENASPS,American Society of Plastic Surgeons,DCP,DCA,20170101            ,20171231            ,GRACE,20180430            ,30,0.00,5000.00
PLN,BENEFL,BENASPS,American Society of Plastic Surgeons,DCP,DCA,20180101            ,20181231            ,GRACE,20190131            ,30,0.00,5000.00
PLN,BENEFL,BENASPS,American Society of Plastic Surgeons,FSA,MED,20160101            ,20161231            ,GRACE,20170415            ,30,0.00,2550.00
PLN,BENEFL,BENASPS,American Society of Plastic Surgeons,FSA,MED,20170101            ,20171231            ,GRACE,20180430            ,30,0.00,2600.00
PLN,BENEFL,BENASPS,American Society of Plastic Surgeons,FSA,MED,20180101            ,20181231            ,GRACE,20190315            ,30,0.00,2650.00
PLN,BENEFL,BENASPS,American Society of Plastic Surgeons,LPF,LPFSA,20160101            ,20161231            ,GRACE,20170415            ,90,0.00,2550.00
PLN,BENEFL,BENASPS,American Society of Plastic Surgeons,LPF,LPFSA,20170101            ,20171231            ,GRACE,20180430            ,90,0.00,2600.00
PLN,BENEFL,BENASPS,American Society of Plastic Surgeons,LPF,LPFSA,20180101            ,20181231            ,GRACE,20190131            ,90,0.00,2650.00
PLN,BENEFL,BENASPS,American Society of Plastic Surgeons,MF1,FUNDING-FSA,20170901            ,20181231            ,,20181231            ,,0.00,0.00
EMP,BENEFL,BENWSTWD,Westwood Dermatology,221909242,c/o Westwood Dermatology,390 Old Hook Road,Westwood,NJ,07675,kbartels126@optonline.net,201-666-9550,
PLN,BENEFL,BENWSTWD,Westwood Dermatology,DCP,DCA,20170101            ,20171231            ,,20180331            ,90,0.00,5000.00
PLN,BENEFL,BENWSTWD,Westwood Dermatology,DCP,DCA,20180101            ,20181231            ,,20190331            ,90,0.00,5000.00
PLN,BENEFL,BENWSTWD,Westwood Dermatology,DCP,DCA,20190101            ,20191231            ,,20200331            ,90,0.00,5000.00
PLN,BENEFL,BENWSTWD,Westwood Dermatology,DCP,DCA,20200101            ,20201231            ,,20210331            ,90,0.00,5000.00
PLN,BENEFL,BENWSTWD,Westwood Dermatology,FSA,MED,20170101            ,20171231            ,,20180331            ,90,0.00,2650.00
PLN,BENEFL,BENWSTWD,Westwood Dermatology,FSA,MED,20180101            ,20181231            ,ROLLOVER,20190331            ,90,0.00,2650.00
PLN,BENEFL,BENWSTWD,Westwood Dermatology,FSA,MED,20190101            ,20191231            ,ROLLOVER,20200331            ,90,0.00,2700.00
PLN,BENEFL,BENWSTWD,Westwood Dermatology,FSA,MED,20200101            ,20201231            ,ROLLOVER,20210331            ,90,0.00,2750.00
PLN,BENEFL,BENWSTWD,Westwood Dermatology,RO3,DCA-ROLL,20200101            ,20201231            ,,20210331            ,90,0.00,0.01
PLN,BENEFL,BENWSTWD,Westwood Dermatology,ROL,FSAROLL,20170101            ,20171231            ,,20180331            ,90,0.00,500.00
PLN,BENEFL,BENWSTWD,Westwood Dermatology,ROL,FSAROLL,20180101            ,20181231            ,,20190331            ,90,0.00,500.00
PLN,BENEFL,BENWSTWD,Westwood Dermatology,ROL,FSAROLL,20190101            ,20191231            ,,20200331            ,90,0.00,500.00
PLN,BENEFL,BENWSTWD,Westwood Dermatology,ROL,FSAROLL,20200101            ,20201231            ,,20210331            ,90,0.00,500.00
EMP,BENEFL,BENWTRLIL,"Water Lilies Food, LLC",823576101,45-10 19th Avenue,,Astoria,NY,11105,susancarrasco@waterliliesfood.com,718-777-8899,
PLN,BENEFL,BENWTRLIL,"Water Lilies Food, LLC",DCP,DCA,20200101            ,20201231            ,,20210331            ,90,0.00,2500.00
PLN,BENEFL,BENWTRLIL,"Water Lilies Food, LLC",FSA,MED,20200101            ,20201231            ,,20210331            ,90,100.00,2750.00
PLN,BENEFL,BENWTRLIL,"Water Lilies Food, LLC",RO3,DCAROL,20200101            ,20201231            ,,20210331            ,90,0.00,0.01
PLN,BENEFL,BENWTRLIL,"Water Lilies Food, LLC",ROL,FSAROL,20200101            ,20201231            ,,20210331            ,90,0.00,0.01
EMP,BENEFL,BENWTWINT,Winter Scale & Equipment,222170819,20-A Kulick Road,,Fairfield,NJ,07004,ella.birinsky@winterscale.com,973-808-2211,
PLN,BENEFL,BENWTWINT,Winter Scale & Equipment,HRA,HRA,20170101            ,20171231            ,,20180331            ,90,0.00,0.00
PLN,BENEFL,BENWTWINT,Winter Scale & Equipment,HRA,HRA,20180101            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWTWINT,Winter Scale & Equipment,HRA,HRA,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENWTWINT,Winter Scale & Equipment,HRA,HRA,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
EMP,BENEFL,BENWVCHEL,Westville Chelsea,123456789,c/o Westville Chelsea,246 West 18th Street,New York,NY,10011,admin@westvillenyc.com,212-924-2203,
PLN,BENEFL,BENWVCHEL,Westville Chelsea,PKG,PRK,20160501            ,20190331            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWVCHEL,Westville Chelsea,PKP,PKP,20160501            ,20190331            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWVCHEL,Westville Chelsea,TRN,TRN,20160501            ,20190331            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWVCHEL,Westville Chelsea,TRP,TRP,20160501            ,20190331            ,,20190331            ,90,0.00,0.00
EMP,BENEFL,BENWVHUD,Westville Hudson,987654321,c/o Westville Hudson,333 Hudson Street,New York,NY,10013,vikki@westvillenyc.com,717-606-6367,
PLN,BENEFL,BENWVHUD,Westville Hudson,PKG,PRK,20160501            ,20190331            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWVHUD,Westville Hudson,PKP,PKP,20160501            ,20190331            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWVHUD,Westville Hudson,TRN,TRN,20160501            ,20190331            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWVHUD,Westville Hudson,TRP,TRP,20160501            ,20190331            ,,20190331            ,90,0.00,0.00
EMP,BENEFL,BENWVWEST,Westville West,456123789,c/o Westville West,210 West 10th Street,New York,NY,10014,vikki@westvillenyc.com,717-606-6367,
PLN,BENEFL,BENWVWEST,Westville West,PKG,PRK,20160501            ,20190331            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWVWEST,Westville West,PKP,PKP,20160501            ,20190331            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWVWEST,Westville West,TRN,TRN,20160501            ,20190331            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWVWEST,Westville West,TRP,TRP,20160501            ,20190331            ,,20190331            ,90,0.00,0.00
EMP,BENEFL,BENWWCINC,Whippoorwill Club Inc.,131737168,150 Whippoorwill Road,,Armonk,NY,10504,ddanish@whippoorwillclub.org,914-273-3011,
PLN,BENEFL,BENWWCINC,Whippoorwill Club Inc.,HR2,HRA-PRIORTY2,20161001            ,20170930            ,,20171231            ,90,0.00,0.00
PLN,BENEFL,BENWWCINC,Whippoorwill Club Inc.,HR2,HRA-PRIORTY2,20171001            ,20180930            ,,20181231            ,90,0.00,0.00
PLN,BENEFL,BENWWCINC,Whippoorwill Club Inc.,HR2,HRA-PRIORTY2,20181001            ,20190930            ,,20191231            ,90,0.00,0.00
PLN,BENEFL,BENWWCINC,Whippoorwill Club Inc.,HR2,HRA-PRIORTY2,20191001            ,20200930            ,,20201231            ,90,0.00,0.00
PLN,BENEFL,BENWWCINC,Whippoorwill Club Inc.,HR2,HRA-PRIORTY2,20201001            ,20210228            ,,20210531            ,90,0.00,0.00
PLN,BENEFL,BENWWCINC,Whippoorwill Club Inc.,HR2,HRA-PRIORTY2,20210301            ,20210531            ,,20210831            ,90,0.00,0.00
PLN,BENEFL,BENWWCINC,Whippoorwill Club Inc.,HRA,HRA-PRIORTY1,20161001            ,20170930            ,,20171231            ,90,0.00,0.00
PLN,BENEFL,BENWWCINC,Whippoorwill Club Inc.,HRA,HRA-PRIORTY1,20171001            ,20180930            ,,20181231            ,90,0.00,0.00
PLN,BENEFL,BENWWCINC,Whippoorwill Club Inc.,HRA,HRA-PRIORTY1,20181001            ,20190930            ,,20191231            ,90,0.00,0.00
PLN,BENEFL,BENWWCINC,Whippoorwill Club Inc.,HRA,HRA-PRIORTY1,20191001            ,20200930            ,,20201231            ,90,0.00,0.00
PLN,BENEFL,BENWWCINC,Whippoorwill Club Inc.,HRA,HRA-PRIORTY1,20201001            ,20210228            ,,20210531            ,90,0.00,0.00
PLN,BENEFL,BENWWCINC,Whippoorwill Club Inc.,HRA,HRA-PRIORTY1,20210301            ,20210531            ,,20210831            ,90,0.00,0.00
EMP,BENEFL,BENWWMACH,Worldwide Machinery LTD,760553666,2200 Post Oak Blvd,Suite 1400,Houston,TX,77056,kpettigrew@wwmach.com,281-452-5800,
PLN,BENEFL,BENWWMACH,Worldwide Machinery LTD,HRA,HRA,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENWWMACH,Worldwide Machinery LTD,HRA,HRA,20200101            ,20201231            ,,20210331            ,30,0.00,0.00
EMP,BENEFL,BENWYKAGY,Wykagyl Country Club,131737897,1195 North Avenue,,New Rochelle,NY,10804,joliveri@wheatleyagency.com,914-636-8700,
PLN,BENEFL,BENWYKAGY,Wykagyl Country Club,HRA,HRA,20151201            ,20161130            ,,20170228            ,90,0.00,0.00
PLN,BENEFL,BENWYKAGY,Wykagyl Country Club,HRA,HRA,20161201            ,20171130            ,,20180228            ,90,0.00,0.00
PLN,BENEFL,BENWYKAGY,Wykagyl Country Club,HRA,HRA,20171201            ,20181130            ,,20190228            ,90,0.00,0.00
PLN,BENEFL,BENWYKAGY,Wykagyl Country Club,HRA,HRA,20181201            ,20181231            ,,20190331            ,90,0.00,0.00
PLN,BENEFL,BENWYKAGY,Wykagyl Country Club,HRA,HRA,20190101            ,20191231            ,,20200331            ,90,0.00,0.00
PLN,BENEFL,BENWYKAGY,Wykagyl Country Club,HRA,HRA,20200101            ,20201231            ,,20210331            ,90,0.00,0.00
EMP,BENEFL,BENWYLIEA,"The Wylie Agency, Inc.",133336404,"C/O The Wylie Agency, Inc.","250 West 57th Street, Suite 2114",New York,NY,10107,lwang@wylieagency.com,212-246-0069,
PLN,BENEFL,BENWYLIEA,"The Wylie Agency, Inc.",HRA,HRA,20100801            ,20110731            ,,20110930            ,60,0.00,2500.00
PLN,BENEFL,BENWYLIEA,"The Wylie Agency, Inc.",HRA,HRA,20110801            ,20120731            ,,20120930            ,60,0.00,2500.00
PLN,BENEFL,BENWYLIEA,"The Wylie Agency, Inc.",HRA,HRA,20120801            ,20130731            ,,20130930            ,60,0.00,0.00
PLN,BENEFL,BENWYLIEA,"The Wylie Agency, Inc.",HRA,HRA,20130801            ,20140731            ,,20140930            ,60,0.00,0.00
PLN,BENEFL,BENWYLIEA,"The Wylie Agency, Inc.",HRA,HRA,20140801            ,20150731            ,,20150930            ,60,0.00,0.00
