ClientName,DivisionName,ModeOrder,ModeName,Description,Qty
Indian River County BOCC,Board of County Commissions (BOCC),1,Letters,SPM Medicare Notice,2
Indian River County BOCC,Board of County Commissions (BOCC),1,Letters,SPM Partial Payment Notice,30
Indian River County BOCC,Board of County Commissions (BOCC),1,Letters,SPM Plan Change Notice,17
Indian River County BOCC,Board of County Commissions (BOCC),1,Letters,SPM Premium Coupon Book,1
Indian River County BOCC,Board of County Commissions (BOCC),1,Letters,SPM Reinstatement Notice,18
Indian River County BOCC,Board of County Commissions (BOCC),1,Letters,SPM Subsidy Notice,2
Indian River County BOCC,Board of County Commissions (BOCC),1,Letters,SPM Termination Notice,21
Indian River County BOCC,Board of County Commissions (BOCC),1,Letters,SPM Voided Payment Notice,1
Indian River County BOCC,Board of County Commissions (BOCC),1,Letters,SPM Welcome Notice,1
Indian River County BOCC,Clerk of Court (COC),1,Letters,SPM Main Address Change Notice to New Address,1
Indian River County BOCC,Clerk of Court (COC),1,Letters,SPM Main Address Change Notice to Old Address,1
Indian River County BOCC,Clerk of Court (COC),1,Letters,SPM Medicare Notice,1
Indian River County BOCC,Clerk of Court (COC),1,Letters,SPM Partial Payment Notice,7
Indian River County BOCC,Clerk of Court (COC),1,Letters,SPM Plan Change Notice,2
Indian River County BOCC,Clerk of Court (COC),1,Letters,SPM Reinstatement Notice,1
Indian River County BOCC,Clerk of Court (COC),1,Letters,SPM Termination Notice,1
Indian River County BOCC,Property Advisors (PA),1,Letters,SPM Partial Payment Notice,6
Indian River County BOCC,Property Advisors (PA),1,Letters,SPM Plan Change Notice,3
Indian River County BOCC,Property Advisors (PA),1,Letters,SPM Premium Coupon Book,1
Indian River County BOCC,Property Advisors (PA),1,Letters,SPM Reinstatement Notice,3
Indian River County BOCC,Property Advisors (PA),1,Letters,SPM Termination Notice,3
Ingersoll CM Systems LLC,Ingersoll CM Systems LLC,1,Letters,COBRA Specific Rights Notice Letter,5
Ingersoll CM Systems LLC,Ingersoll CM Systems LLC,1,Letters,Plan Change Notice,10
Ingersoll CM Systems LLC,Ingersoll CM Systems LLC,2,Inserts,HIPAA Certificate,2
Ingersoll CM Systems LLC,Ingersoll Productions Systems LLC,1,Letters,COBRA Specific Rights Notice Letter,3
Ingersoll CM Systems LLC,Ingersoll Productions Systems LLC,1,Letters,Plan Change Notice,1
Ingersoll CM Systems LLC,Ingersoll Productions Systems LLC,2,Inserts,HIPAA Certificate,3
Innodata Inc.,Innodata Media Miser,1,Letters,COBRA Specific Rights Notice Letter,4
Innodata Inc.,Innodata Media Miser,1,Letters,Plan Change Notice,7
Innodata Inc.,"Innodata, Inc.",1,Letters,COBRA Specific Rights Notice Letter,1
Innodata Inc.,"Innodata, Inc.",1,Letters,Late Payment Reminder,2
Innodata Inc.,"Innodata, Inc.",1,Letters,Plan Change Notice,3
InquisIT LLC,Hawaii Employees Only,1,Letters,Open Enrollment Reminder,1
InquisIT LLC,InquisIT LLC,1,Letters,COBRA General Rights Notice,2
InquisIT LLC,InquisIT LLC,1,Letters,COBRA Specific Rights Notice Letter,2
InquisIT LLC,InquisIT LLC,1,Letters,Open Enrollment Reminder,14
InquisIT LLC,InquisIT LLC,1,Letters,Voided Payment Notice,1
InquisIT LLC,InquisIT LLC,2,Inserts,HIPAA Certificate,2
Institute for Excellence,Institute for Excellence,1,Letters,COBRA Termination Notice,1
Institute for Excellence,Institute for Excellence,2,Inserts,HIPAA Certificate,1
"Intake Desk, LLC","Intake Desk, LLC",1,Letters,Conversion Option Notice,1
"Intake Desk, LLC","Intake Desk, LLC",1,Letters,Late Payment Reminder,1
"Intake Desk, LLC","Intake Desk, LLC",1,Letters,QB Premium Coupon Book,1
Integrated Access Corporation,Integrated Access Corporation,1,Letters,COBRA General Rights Notice,9
Integrated Access Corporation,Integrated Access Corporation,1,Letters,COBRA Specific Rights Notice Letter,2
Integrated Database Systems Inc.,Integrated Database Systems Inc.,1,Letters,COBRA Termination Notice,1
Integrated Database Systems Inc.,Integrated Database Systems Inc.,1,Letters,Late Payment Reminder,1
Integrated Database Systems Inc.,Integrated Database Systems Inc.,1,Letters,Plan Change Notice,1
Integrated Database Systems Inc.,Integrated Database Systems Inc.,2,Inserts,HIPAA Certificate,1
Integrated Media Management LLC,FL,1,Letters,Takeover Notice,1
Integrated Media Management LLC,IL,1,Letters,AEI 2021 Subsidy Eligible Notice,1
Integrated Media Management LLC,IL,1,Letters,Takeover Notice,1
Integrated Media Management LLC,Integrated Media Management LLC,1,Letters,Takeover Notice,1
Integrated Media Management LLC,NJ,1,Letters,AEI 2021 Subsidy Eligible Notice,3
Integrated Media Management LLC,NJ,1,Letters,COBRA Specific Rights Notice Letter,1
Integrated Media Management LLC,NJ,1,Letters,Plan Change Notice,1
Integrated Media Management LLC,NJ,1,Letters,Takeover Notice,5
Integrated Media Management LLC,TX,1,Letters,AEI 2021 Subsidy Eligible Notice,1
Integrated Media Management LLC,TX,1,Letters,Takeover Notice,1
Integrity Solutions Field Services,Integrity Solutions Field Services,1,Letters,COBRA General Rights Notice,1
Intelerad Ltd,Intelerad Ltd,1,Letters,Late Payment Reminder,7
Intelerad Ltd,Intelerad Ltd,1,Letters,Plan Change Notice,1
Intelligent Mexican Marketing,Dallas - Arlington,1,Letters,COBRA Specific Rights Notice Letter,1
Intelligent Mexican Marketing,Dallas - Arlington,2,Inserts,HIPAA Certificate,1
Intelligent Mexican Marketing,Houston,1,Letters,COBRA Specific Rights Notice Letter,1
Intelligent Mexican Marketing,Houston,2,Inserts,HIPAA Certificate,1
Intelligent Mexican Marketing,Wholesale,1,Letters,COBRA Specific Rights Notice Letter,1
Intelligent Mexican Marketing,Wholesale,2,Inserts,HIPAA Certificate,1
"Inter-Rail Group, Inc.","Inter-Rail Group, Inc.",1,Letters,COBRA Specific Rights Notice Letter,12
"Inter-Rail Group, Inc.","Inter-Rail Group, Inc.",1,Letters,Late Payment Reminder,1
"Inter-Rail Group, Inc.","Inter-Rail Group, Inc.",1,Letters,Main Address Change Notice To New Address,1
"Inter-Rail Group, Inc.","Inter-Rail Group, Inc.",1,Letters,Open Election Summary,1
"Inter-Rail Group, Inc.","Inter-Rail Group, Inc.",1,Letters,Open Enrollment Reminder,10
"Inter-Rail Group, Inc.","Inter-Rail Group, Inc.",1,Letters,Plan Change Notice,240
"Inter-Rail Group, Inc.","Inter-Rail Group, Inc.",1,Letters,QB Open Enrollment Notification,248
"Inter-Rail Group, Inc.","Inter-Rail Group, Inc.",1,Letters,QB Premium Coupon Book,1
"Inter-Rail Group, Inc.","Inter-Rail Group, Inc.",2,Inserts,HIPAA Certificate,11
INTEX Millwork Solutions,INTEX Millwork Solutions,1,Letters,Plan Change Notice,1
Intstrux LLC--COBRA Terminated 09-30-2021,Pixacore,1,Letters,Voided Payment Notice,1
Investec USA Holdings Corp.,Investec USA Holdings Corp.,1,Letters,Open Enrollment Reminder,3
Investec USA Holdings Corp.,Investec USA Holdings Corp.,1,Letters,QB Open Enrollment Notification,13
Investec USA Holdings Corp.,Investec USA Holdings Corp.,1,Letters,QB Premium Notice,2
Isabella Community Credit Union,Isabella Community Credit Union,1,Letters,COBRA Specific Rights Notice Letter,1
Isabella Community Credit Union,Isabella Community Credit Union,1,Letters,Conversion Option Notice,1
Isabella Community Credit Union,Isabella Community Credit Union,1,Letters,Partial Payment Notice,2
Isabella Community Credit Union,Isabella Community Credit Union,1,Letters,Plan Change Notice,6
Isabella Community Credit Union,Isabella Community Credit Union,1,Letters,QB Open Enrollment Notification,7
Isabella Community Credit Union,Isabella Community Credit Union,2,Inserts,HIPAA Certificate,1
Isabella County Transportation Commission,Isabella County Transportation Commission,1,Letters,Open Enrollment Reminder,1
Isabella County Transportation Commission,Isabella County Transportation Commission,1,Letters,Plan Change Notice,4
Isabella County Transportation Commission,Isabella County Transportation Commission,1,Letters,QB Open Enrollment Notification,2
JAMES L MINITER INS AGENCY INC,JAMES L MINITER INS AGENCY INC,1,Letters,Late Payment Reminder,1
Jeff Davis County Board of Commissioners,Jeff Davis County Board of Commissioners,1,Letters,COBRA Specific Rights Notice Letter,2
Jeff Davis County Board of Commissioners,Jeff Davis County Board of Commissioners,1,Letters,COBRA Termination Notice,1
Jeff Davis County Board of Commissioners,Jeff Davis County Board of Commissioners,2,Inserts,HIPAA Certificate,2
Jesco Inc.,Jesco Inc.,1,Letters,COBRA Specific Rights Notice Letter,3
Jesco Inc.,Jesco Inc.,1,Letters,Conversion Option Notice,2
Jesco Inc.,Jesco Inc.,1,Letters,Enrollment Confirmation Notice,1
Jesco Inc.,Jesco Inc.,1,Letters,Late Payment Reminder,5
Jesco Inc.,Jesco Inc.,1,Letters,Partial Payment Notice,1
Jesco Inc.,Jesco Inc.,1,Letters,Participant Communication,1
Jesco Inc.,Jesco Inc.,1,Letters,Plan Change Notice,1
Jesco Inc.,Jesco Inc.,2,Inserts,HIPAA Certificate,2
Jespy House Inc.,Jespy House Inc.,1,Letters,COBRA Specific Rights Notice Letter,2
Jespy House Inc.,Jespy House Inc.,1,Letters,Conversion Option Notice,1
Jespy House Inc.,Jespy House Inc.,1,Letters,Plan Change Notice,10
Jespy House Inc.,Jespy House Inc.,2,Inserts,HIPAA Certificate,2
Jimmy Evans Company LTD,Jimmy Evans Company LTD,1,Letters,COBRA General Rights Notice,1
Jimmy Evans Company LTD,Jimmy Evans Company LTD,1,Letters,COBRA Specific Rights Notice Letter,2
Jimmy Evans Company LTD,Jimmy Evans Company LTD,2,Inserts,HIPAA Certificate,1
"Johnson, Kendall & Johnson Inc.","Johnson, Kendall & Johnson Inc.",1,Letters,COBRA Specific Rights Notice Letter,1
"Johnson, Kendall & Johnson Inc.","Johnson, Kendall & Johnson Inc.",1,Letters,COBRA Termination Notice,1
"Johnson, Kendall & Johnson Inc.","Johnson, Kendall & Johnson Inc.",1,Letters,Open Election Summary,1
"Johnson, Kendall & Johnson Inc.","Johnson, Kendall & Johnson Inc.",1,Letters,Partial Payment Notice,1
"Johnson, Kendall & Johnson Inc.","Johnson, Kendall & Johnson Inc.",1,Letters,Plan Change Notice,10
"Johnson, Kendall & Johnson Inc.","Johnson, Kendall & Johnson Inc.",2,Inserts,HIPAA Certificate,1
JSH Properties Inc.,JSH Properties,1,Letters,AEI 2021 Subsidy Eligible Notice,10
JSH Properties Inc.,JSH Properties,1,Letters,Takeover Notice,16
K&D Management LLC,K&D Management LLC,1,Letters,COBRA Specific Rights Notice Letter,3
K&D Management LLC,K&D Management LLC,1,Letters,COBRA Termination Notice,1
K&D Management LLC,K&D Management LLC,1,Letters,Late Payment Reminder,2
K&D Management LLC,K&D Management LLC,1,Letters,Plan Change Notice,1
Kaseya US Sales LLC,Kaseya US Sales LLC,1,Letters,AEI 2021 Subsidy Eligible Notice,3
Kaseya US Sales LLC,Kaseya US Sales LLC,1,Letters,Plan Change Notice,2
Kaseya US Sales LLC,Kaseya US Sales LLC,1,Letters,Reinstatement Notice,1
Kaseya US Sales LLC,Kaseya US Sales LLC,1,Letters,Takeover Notice,6
"Kelly Wearstler, LLLP","Kelly Wearstler, LLLP",1,Letters,Late Payment Reminder,1
Keswick Pines Lifecare,The Pines at Whiting,1,Letters,COBRA General Rights Notice,4
Keswick Pines Lifecare,The Pines at Whiting,1,Letters,COBRA Specific Rights Notice Letter,3
Keswick Pines Lifecare,The Pines at Whiting,1,Letters,Plan Change Notice,2
Keswick Pines Lifecare,The Pines at Whiting,2,Inserts,HIPAA Certificate,3
Keystone Sports and Entertainment LLC,Keystone Sports and Entertainment LLC,1,Letters,COBRA Specific Rights Notice Letter,1
Keystone Sports and Entertainment LLC,Keystone Sports and Entertainment LLC,2,Inserts,HIPAA Certificate,1
Kieffs Roofing Inc.,Kieffs Roofing Inc.,1,Letters,COBRA General Rights Notice,1
"Kinder Academy, Inc.","Kinder Academy, Inc.",1,Letters,Conversion Option Notice,2
Kiranam Technologies Inc,Kiranam Technologies Inc,1,Letters,COBRA Specific Rights Notice Letter,1
Kiranam Technologies Inc,Kiranam Technologies Inc,2,Inserts,HIPAA Certificate,1
"Kitchen and Associates Services, Inc.","Kitchen and Associates Services, Inc.",1,Letters,COBRA General Rights Notice,2
"KLH Engineers, Inc","KLH Engineers, Inc",1,Letters,COBRA General Rights Notice,2
"KLH Engineers, Inc","KLH Engineers, Inc",1,Letters,COBRA Specific Rights Notice Letter,1
"KLH Engineers, Inc","KLH Engineers, Inc",2,Inserts,HIPAA Certificate,1
Knowland Group LLC,Knowland Group LLC,1,Letters,COBRA General Rights Notice,4
Knowland Group LLC,Knowland Group LLC,1,Letters,Late Payment Reminder,1
Krapohl Ford & Lincoln Company,Krapohl Ford & Lincoln Company,1,Letters,COBRA Specific Rights Notice Letter,1
Krapohl Ford & Lincoln Company,Krapohl Ford & Lincoln Company,2,Inserts,HIPAA Certificate,1
"KSM Electronics, Inc.",Florida Employees,1,Letters,Late Payment Reminder,2
"KSM Electronics, Inc.","KSM Electronics, Inc.",1,Letters,COBRA General Rights Notice,5
"KSM Electronics, Inc.","KSM Electronics, Inc.",1,Letters,Conversion Option Notice,1
LA MOLINA HOLDINGS LLC,LLAMA INN/ LLAMA SAN,1,Letters,COBRA Specific Rights Notice Letter,1
LA MOLINA HOLDINGS LLC,LLAMA INN/ LLAMA SAN,2,Inserts,HIPAA Certificate,1
"Laboratories Bidco, LLC",Kaiser,1,Letters,COBRA General Rights Notice,229
"Laboratories Bidco, LLC","Laboratories Bidco, LLC",1,Letters,COBRA General Rights Notice,624
"Language Services Associates, Inc.","Language Services Associates, Inc.",1,Letters,COBRA General Rights Notice,6
"Language Services Associates, Inc.","Language Services Associates, Inc.",1,Letters,Enrollment Confirmation Notice,1
"Language Services Associates, Inc.","Language Services Associates, Inc.",1,Letters,Late Payment Reminder,1
"Language Services Associates, Inc.","Language Services Associates, Inc.",1,Letters,Plan Change Notice,28
"Language Services Associates, Inc.","Language Services Associates, Inc.",1,Letters,QB Open Enrollment Notification,28
"Leeda Northeast, Inc.","Leeda Northeast, Inc.",1,Letters,Plan Change Notice,4
"Lehigh Valley Imaging, LLC",Lehigh Valley Imaging-DI,1,Letters,Open Enrollment Reminder,2
"Lehigh Valley Imaging, LLC",Lehigh Valley Imaging-DI,1,Letters,Plan Change Notice,5
"Lehigh Valley Imaging, LLC",Lehigh Valley Imaging-DI,1,Letters,QB Open Enrollment Notification,5
"Lehigh Valley Imaging, LLC",Lehigh Valley Imaging-MRI,1,Letters,COBRA General Rights Notice,2
"Lehigh Valley Imaging, LLC",Lehigh Valley Imaging-MRI,1,Letters,COBRA Specific Rights Notice Letter,2
"Lehigh Valley Imaging, LLC",Lehigh Valley Imaging-MRI,1,Letters,Enrollment Confirmation Notice,1
"Lehigh Valley Imaging, LLC",Lehigh Valley Imaging-MRI,1,Letters,Insignificant Payment Notice,1
"Lehigh Valley Imaging, LLC",Lehigh Valley Imaging-MRI,1,Letters,Main Address Change Notice To New Address,1
"Lehigh Valley Imaging, LLC",Lehigh Valley Imaging-MRI,1,Letters,Open Enrollment Reminder,6
"Lehigh Valley Imaging, LLC",Lehigh Valley Imaging-MRI,1,Letters,Plan Change Notice,16
"Lehigh Valley Imaging, LLC",Lehigh Valley Imaging-MRI,1,Letters,QB Open Enrollment Notification,17
"Lehigh Valley Imaging, LLC",Lehigh Valley Imaging-MRI,2,Inserts,HIPAA Certificate,1
"Leppo, Inc.","Leppo, Inc.",1,Letters,COBRA General Rights Notice,2
"Leppo, Inc.","Leppo, Inc.",1,Letters,COBRA Specific Rights Notice Letter,2
"Leppo, Inc.","Leppo, Inc.",1,Letters,Plan Change Notice,2
"Leppo, Inc.","Leppo, Inc.",2,Inserts,HIPAA Certificate,2
"Lesbian and Gay Community Services Center, Inc.","Lesbian and Gay Community Services Center, Inc.",1,Letters,Conversion Option Notice,1
"Lesbian and Gay Community Services Center, Inc.","Lesbian and Gay Community Services Center, Inc.",1,Letters,Late Payment Reminder,2
Lettermen's Energy Holdings LLC,Lettermen's Energy Holdings LLC,1,Letters,COBRA General Rights Notice,5
"Liberty & Associates, Inc.","Liberty & Associates, Inc.",1,Letters,COBRA Specific Rights Notice Letter,2
"Liberty & Associates, Inc.","Liberty & Associates, Inc.",2,Inserts,HIPAA Certificate,2
LifeStream Complete Senior Living,LifeStream Complete Senior Living,1,Letters,COBRA General Rights Notice,1
LifeStream Complete Senior Living,LifeStream Complete Senior Living,1,Letters,COBRA Specific Rights Notice Letter,6
LifeStream Complete Senior Living,LifeStream Complete Senior Living,1,Letters,COBRA Termination Notice,2
LifeStream Complete Senior Living,LifeStream Complete Senior Living,1,Letters,Late Payment Reminder,1
LifeStream Complete Senior Living,LifeStream Complete Senior Living,2,Inserts,HIPAA Certificate,7
Lighthouse HR Services,Lighthouse HR Services,1,Letters,COBRA General Rights Notice,7
Lighthouse HR Services,Lighthouse HR Services,1,Letters,COBRA Specific Rights Notice Letter,7
Lighthouse HR Services,Lighthouse HR Services,1,Letters,COBRA Termination Notice,1
Lighthouse HR Services,Lighthouse HR Services,1,Letters,Late Payment Reminder,3
Lighthouse HR Services,Lighthouse HR Services,1,Letters,Plan Change Notice,1
Lighthouse HR Services,Lighthouse HR Services,2,Inserts,HIPAA Certificate,7
Little Bird HR TERM EFF 10/31/2021,NYC Autism CS,1,Letters,Late Payment Reminder,1
Living Cities,Living Cities,1,Letters,COBRA Specific Rights Notice Letter,1
Living Cities,Living Cities,1,Letters,Late Payment Reminder,1
Living Cities,Living Cities,1,Letters,Subsidy Notice,1
Living Cities,Living Cities,2,Inserts,HIPAA Certificate,1
Livly Inc.,Livly Inc.,1,Letters,Conversion Option Notice,2
Livly Inc.,Livly Inc.,1,Letters,Late Payment Reminder,1
Livly Inc.,Livly Inc.,1,Letters,QB Premium Coupon Book,1
Lor Manufacturing Company Inc. TERM EFF 12/31/2021,Lor Manufacturing Company Inc.,1,Letters,Plan Change Notice,2
Mahwah Sales and Service Inc,Mahwah Sales and Service Inc,1,Letters,COBRA Termination Notice,1
Mahwah Sales and Service Inc,Mahwah Sales and Service Inc,1,Letters,Conversion Option Notice,1
Mahwah Sales and Service Inc,Mahwah Sales and Service Inc,1,Letters,Late Payment Reminder,1
Mahwah Sales and Service Inc,Mahwah Sales and Service Inc,2,Inserts,HIPAA Certificate,1
Marbach America Inc.,Marbach America Inc.,1,Letters,45 Day Notice With Partial Payment,1
Marbach America Inc.,Marbach America Inc.,1,Letters,COBRA General Rights Notice,4
Marbach America Inc.,Marbach America Inc.,1,Letters,COBRA Specific Rights Notice Letter,2
Marbach America Inc.,Marbach America Inc.,1,Letters,Plan Change Notice,1
Marbach America Inc.,Marbach America Inc.,2,Inserts,HIPAA Certificate,2
Mark Harwell Trucking LLC,Mark Harwell Trucking LLC,1,Letters,Plan Change Notice,6
Maschmeyer Concrete Company of Florida Inc.,Maschmeyer Concrete Company of Florida Inc.,1,Letters,COBRA Termination Notice,1
Maschmeyer Concrete Company of Florida Inc.,Maschmeyer Concrete Company of Florida Inc.,1,Letters,Plan Change Notice,1
Maschmeyer Concrete Company of Florida Inc.,Maschmeyer Concrete Company of Florida Inc.,2,Inserts,HIPAA Certificate,1
Masonic Charity Foundation of New Jersey,Masonic Charity Foundation of New Jersey,1,Letters,Plan Change Notice,1
Masonic Charity Foundation of New Jersey,Masonic Charity Foundation of New Jersey,1,Letters,QB Open Enrollment Notification,1
Masonic Charity Foundation of New Jersey,Masonic Charity Foundation of New Jersey,1,Letters,Takeover Notice,1
"Maydan, LLC","Maydan, LLC",1,Letters,Renewal Notice,3
"Mayvin, Inc.--Terminating 12/31/2021","Mayvin, Inc.",1,Letters,Late Payment Reminder,1
MCC Mecosta Tullymore Resort,MCC Mecosta Tullymore Resort,1,Letters,Enrollment Confirmation Notice,1
"McHale & McHale Landscape Design, Inc.","McHale & McHale Landscape Design, Inc.",1,Letters,COBRA Specific Rights Notice Letter,18
"McHale & McHale Landscape Design, Inc.","McHale & McHale Landscape Design, Inc.",2,Inserts,HIPAA Certificate,8
McLean Packaging,McLean Packaging,1,Letters,COBRA Specific Rights Notice Letter,2
McLean Packaging,McLean Packaging,1,Letters,COBRA Termination Notice,1
McLean Packaging,McLean Packaging,1,Letters,Plan Change Notice,1
McLean Packaging,McLean Packaging,2,Inserts,HIPAA Certificate,3
McLean School of Maryland,McLean School of Maryland,1,Letters,Partial Payment Notice,1
McLean School of Maryland,McLean School of Maryland,1,Letters,Plan Change Notice,14
MDash Marketing--COBRA Terminated 09-30-2021,MDash Marketing,1,Letters,Late Payment Reminder,1
Meadowood Corporation,Meadowood Corporation,1,Letters,COBRA Specific Rights Notice Letter,1
Meadowood Corporation,Meadowood Corporation,1,Letters,COBRA Termination Notice,1
Meadowood Corporation,Meadowood Corporation,1,Letters,Plan Change Notice,1
Meadowood Corporation,Meadowood Corporation,2,Inserts,HIPAA Certificate,1
Medical Media Technologies--TERMINATED 06/01/2021,Medical Media Technologies,1,Letters,COBRA Termination Notice,1
Medical Media Technologies--TERMINATED 06/01/2021,Medical Media Technologies,2,Inserts,HIPAA Certificate,1
"Meeker Sharkey Associates, LLC","Meeker Sharkey Associates, LLC",1,Letters,Late Payment Reminder,1
Meer Enterprises LLC,Evash Management Consulting Inc,1,Letters,COBRA Specific Rights Notice Letter,1
Meer Enterprises LLC,Evash Management Consulting Inc,2,Inserts,HIPAA Certificate,1
"Mesa Mechanical, Inc.","Mesa Mechanical, Inc.",1,Letters,COBRA General Rights Notice,1
"Mesa Mechanical, Inc.","Mesa Mechanical, Inc.",1,Letters,COBRA Specific Rights Notice Letter,8
"Mesa Mechanical, Inc.","Mesa Mechanical, Inc.",2,Inserts,HIPAA Certificate,7
Middlesex County STEM Charter School,Middlesex County STEM Charter School,1,Letters,COBRA General Rights Notice,3
Middlesex County STEM Charter School,Middlesex County STEM Charter School,1,Letters,COBRA Specific Rights Notice Letter,3
Middlesex County STEM Charter School,Middlesex County STEM Charter School,2,Inserts,HIPAA Certificate,3
Midtown Consulting Group Inc.,Midtown Consulting Group Inc.,1,Letters,COBRA General Rights Notice,4
Midtown Consulting Group Inc.,Midtown Consulting Group Inc.,1,Letters,COBRA Specific Rights Notice Letter,2
Midtown Consulting Group Inc.,Midtown Consulting Group Inc.,1,Letters,Open Enrollment Reminder,6
Midtown Consulting Group Inc.,Midtown Consulting Group Inc.,1,Letters,Plan Change Notice,10
Midtown Consulting Group Inc.,Midtown Consulting Group Inc.,1,Letters,QB Open Enrollment Notification,12
Midtown Consulting Group Inc.,Midtown Consulting Group Inc.,2,Inserts,HIPAA Certificate,2
"Milford Enterprises, Inc.","Milford Enterprises, Inc.",1,Letters,COBRA Termination Notice,1
"Milford Enterprises, Inc.","Milford Enterprises, Inc.",2,Inserts,HIPAA Certificate,1
Minnesota Valley Testing Laboratories Inc,Minnesota Valley Testing Laboratories Inc,1,Letters,COBRA General Rights Notice,3
Minnesota Valley Testing Laboratories Inc,Minnesota Valley Testing Laboratories Inc,1,Letters,COBRA Specific Rights Notice Letter,2
Minnesota Valley Testing Laboratories Inc,Minnesota Valley Testing Laboratories Inc,2,Inserts,HIPAA Certificate,1
Misonix,Misonix,1,Letters,COBRA Specific Rights Notice Letter,8
Misonix,Misonix,1,Letters,Conversion Option Notice,1
Misonix,Misonix,1,Letters,Late Payment Reminder,2
Misonix,Misonix,1,Letters,QB Premium Coupon Book,1
Misonix,Misonix,2,Inserts,HIPAA Certificate,7
ML Fashion LLC,ML Fashion LLC,1,Letters,COBRA General Rights Notice,1
ML Fashion LLC,"MLG Retail, LLC",1,Letters,COBRA Specific Rights Notice Letter,2
ML Fashion LLC,"MLG Retail, LLC",1,Letters,Late Payment Reminder,1
ML Fashion LLC,"MLG Retail, LLC",2,Inserts,HIPAA Certificate,2
"MLH MSO Holdco, Inc.",ETHOS Cannabis,1,Letters,COBRA General Rights Notice,6
"MLH MSO Holdco, Inc.",ETHOS Cannabis,1,Letters,COBRA Specific Rights Notice Letter,7
"MLH MSO Holdco, Inc.",ETHOS Cannabis,1,Letters,COBRA Termination Notice,1
"MLH MSO Holdco, Inc.",ETHOS Cannabis,1,Letters,Enrollment Confirmation Notice,1
"MLH MSO Holdco, Inc.",ETHOS Cannabis,1,Letters,Late Payment Reminder,4
"MLH MSO Holdco, Inc.",ETHOS Cannabis,1,Letters,Plan Change Notice,1
"MLH MSO Holdco, Inc.",ETHOS Cannabis,2,Inserts,HIPAA Certificate,8
Montereau Inc,Montereau Inc,1,Letters,COBRA General Rights Notice,5
Montereau Inc,Montereau Inc,1,Letters,COBRA Specific Rights Notice Letter,6
Montereau Inc,Montereau Inc,1,Letters,Enrollment Confirmation Notice,1
Montereau Inc,Montereau Inc,2,Inserts,HIPAA Certificate,3
Morris Animal Inn Inc,Morris Animal Inn Inc,1,Letters,COBRA General Rights Notice,2
Morris Animal Inn Inc,Morris Animal Inn Inc,1,Letters,Late Payment Reminder,2
Morris Animal Inn Inc,Morris Animal Inn Inc,1,Letters,Partial Payment Notice,1
Morris Animal Inn Inc,Morris Animal Inn Inc,1,Letters,Plan Change Notice,51
Mosebach Manufacturing Company,Mosebach Manufacturing Company,1,Letters,COBRA General Rights Notice,2
"Mowrey Elevator Co., Inc.","Mowrey Elevator Co., Inc.",1,Letters,COBRA General Rights Notice,1
"Mowrey Elevator Co., Inc.","Mowrey Elevator Co., Inc.",1,Letters,COBRA Specific Rights Notice Letter,10
"Mowrey Elevator Co., Inc.","Mowrey Elevator Co., Inc.",1,Letters,Conversion Option Notice,2
"Mowrey Elevator Co., Inc.","Mowrey Elevator Co., Inc.",1,Letters,Plan Change Notice,41
"Mowrey Elevator Co., Inc.","Mowrey Elevator Co., Inc.",2,Inserts,HIPAA Certificate,10
"Moyer & Sons Moving & Storage, Inc.","Moyer & Sons Moving & Storage, Inc.",1,Letters,COBRA Specific Rights Notice Letter,1
"Moyer & Sons Moving & Storage, Inc.","Moyer & Sons Moving & Storage, Inc.",1,Letters,Plan Change Notice,5
"Moyer & Sons Moving & Storage, Inc.","Moyer & Sons Moving & Storage, Inc.",2,Inserts,HIPAA Certificate,1
"MP Direct, Inc.","MP Direct, Inc.",1,Letters,45 Day Notice With No Payment,1
"MP Direct, Inc.","MP Direct, Inc.",1,Letters,Enrollment Confirmation Notice,1
"MP Direct, Inc.","MP Direct, Inc.",1,Letters,Medicare Notice,1
"NationsHearing, LLC","NationsHearing, LLC",1,Letters,COBRA General Rights Notice,47
"NationsHearing, LLC","NationsHearing, LLC",1,Letters,COBRA Specific Rights Notice Letter,4
"NationsHearing, LLC","NationsHearing, LLC",2,Inserts,HIPAA Certificate,3
Naval Continuing Care Retirement,Fleet Landing,1,Letters,COBRA Termination Notice,1
Naval Continuing Care Retirement,Fleet Landing,2,Inserts,HIPAA Certificate,1
Nectar,Think Nectar,1,Letters,Conversion Option Notice,3
Nectar,Think Nectar,1,Letters,Late Payment Reminder,1
Nectar,Think Nectar,1,Letters,Plan Change Notice,6
Neon One,IL Employees,1,Letters,AEI 2021 Subsidy Eligible Notice,1
Neon One,IL Employees,1,Letters,Takeover Notice,5
Neon One,Non IL Employees,1,Letters,AEI 2021 Subsidy Eligible Notice,2
Neon One,Non IL Employees,1,Letters,Takeover Notice,5
Nephrology Associates of South Miami PA,Nephrology Associates of South Miami PA,1,Letters,Conversion Option Notice,2
Nephrology Associates of South Miami PA,Nephrology Associates of South Miami PA,1,Letters,Plan Change Notice,4
Nephrology Associates of South Miami PA,Nephrology Associates of South Miami PA,1,Letters,QB Open Enrollment Notification,4
Network Merchants LLC,Network Merchants LLC,1,Letters,45 Day Notice With No Payment,1
Network Merchants LLC,Network Merchants LLC,1,Letters,COBRA General Rights Notice,5
Network Merchants LLC,Network Merchants LLC,1,Letters,COBRA Specific Rights Notice Letter,5
