Administrator Id,,Administrator Name,,Employer Id,,Employer,,,New Cards,,,Replacement Cards,,,Total Cards,
BENEFL,,Clarity Benefit Solutions,,BENMHWI,,"Metropolitan Homecare Way, Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMICWER,,Michael Werner,,,4,,,2,,,6,
BENEFL,,Clarity Benefit Solutions,,BENMIDTWN,,Midtown Consulting Group,,,4,,,2,,,6,
BENEFL,,Clarity Benefit Solutions,,BENMISONX,,Misonix,,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENMLIP,,MainLine Investment Partners LLC,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENMLSINC,,"Market Logic Software, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMMART,,Merchandise Mart Plaza,,,1,,,6,,,7,
BENEFL,,Clarity Benefit Solutions,,BENMMETER,,"Master Meter, Inc. ",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMMMORL,,"OpenRoad Lending, LLC",,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENMNOVICK,,"Michael K. Novick, M.D., P.C.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENMOBILE,,MobileFuse,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMOBOTX,,Mobotix Corporation,,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENMODULA,,"Modular Devices, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMOHAWK,,The Mohawk Condominium,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMONDRN,,The Mondrian Condominium,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENMONTEC,,Montecito Water District,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMOONEY,,"Mooney, Green, Saindon, Murphy & Welch P",,,0,,,4,,,4,
BENEFL,,Clarity Benefit Solutions,,BENMORRIS,,Morris Animal Inn,,,6,,,2,,,8,
BENEFL,,Clarity Benefit Solutions,,BENMOVHDI,,"Martin, Ottaway, van Hemmen & Dolan Inc",,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENMOYER,,"Moyer & Sons Moving & Storage, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMOYERM,,Moyer Move Management,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENMPFFED,,"MPF Federal, LLC",,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENMRSG,,"Mrs. G's Services, LLC",,,184,,,81,,,265,
BENEFL,,Clarity Benefit Solutions,,BENMTBC,,"CareCloud, Inc.",,,58,,,2,,,60,
BENEFL,,Clarity Benefit Solutions,,BENMTCNYC,,"Manhattan Theatre Club, Inc",,,3,,,2,,,5,
BENEFL,,Clarity Benefit Solutions,,BENMTMOOR,,Mt. Morris Township,,,2,,,2,,,4,
BENEFL,,Clarity Benefit Solutions,,BENMTROCM,,"Metro Commercial Real Estate, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENNANTEZ,,"Nantez, Inc.",,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENNAPA,,Napa Pain Institute -Group,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENNARPCA,,NARAL Pro-Choice America,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENNASWA,,National Association of State Workforce Agencies,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENNATCAP,,"National Capitol Contracting, LLC",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENNATSKI,,National Skills Coalition,,,44,,,0,,,44,
BENEFL,,Clarity Benefit Solutions,,BENNAVC,,National Volunteer Fire Council,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENNBTA,,National Business Travel Association,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENNCPDFC,,NCPD Federal Credit Union,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENNCSHEL,,Neighborhood Coalition for Shelter,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENNEAD,,Nead Electric Inc.,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENNEONONE,,Neon One,,,38,,,0,,,38,
BENEFL,,Clarity Benefit Solutions,,BENNETA,,NETA,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENNETADJ,,Network Adjusters,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENNETELX,,NetElixir Inc.,,,3,,,1,,,4,
BENEFL,,Clarity Benefit Solutions,,BENNEWARK,,Newark Trust for Education,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENNEWINS,,Newins Bay Shore Ford,,,0,,,4,,,4,
BENEFL,,Clarity Benefit Solutions,,BENNFNLLC,,National Financial Network Inc.,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENNHCHC,,National Health Care for the Homeless ,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENNHEP,,New Haven Ecology Project,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENNJACOR,,New Jersey Association On Correction,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENNMGI,,"Nicholas Management Group, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENNMI,,NMI - Network Merchants LLC,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENNMIC,,Northern Manhattan Improvement Corp.,,,2,,,6,,,8,
BENEFL,,Clarity Benefit Solutions,,BENNOMURA,,Nomura Securities International,,,26,,,39,,,65,
BENEFL,,Clarity Benefit Solutions,,BENNORDSH,,Norden Shipping USA LLC ,,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENNORGES,,Norges Bank,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENNOVICK,,Novick Brothers Corp,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENNQGRG,,"Neuberger, Quinn, Gielen, Rubin & Gibber, PA",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENNRIA,,"Nomura Research Institute America, Inc",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENNUSPIRE,,NUSPIRE LLC,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENNYAS,,The New York Academy of Sciences,,,1,,,3,,,4,
BENEFL,,Clarity Benefit Solutions,,BENNYAWC,,WOMANKIND formerly NY Asian Women's Cent,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENNYCALI,,NYC Alliance Holdings LLC,,,6,,,6,,,12,
BENEFL,,Clarity Benefit Solutions,,BENNYCCO,,NYC & Company,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENNYCECF,,NYC Educational Construction Fund,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENNYPL,,New York Public Library,,,12,,,5,,,17,
BENEFL,,Clarity Benefit Solutions,,BENOAHHS,,Oregon Assoc. of Hospitals & Health Syst,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENOCM,,Oversea Chinese Mission,,,0,,,11,,,11,
BENEFL,,Clarity Benefit Solutions,,BENODGBER,,Odgers Berndtson LLC,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENOFCLLC,,OFC LLC,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENOLIVER,,Oliver Communications Group Inc.,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENOML,,"OML, Inc.",,,15,,,3,,,18,
BENEFL,,Clarity Benefit Solutions,,BENOPENDR,,"Open Door NY Home Care Services, Inc.",,,24,,,10,,,34,
BENEFL,,Clarity Benefit Solutions,,BENOPENI,,"Open Systems Integrators, Inc",,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENOPTIMA,,"Optima, Inc.",,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENORTHOD,,Union of Orthodox Jewish,,,3,,,10,,,13,
BENEFL,,Clarity Benefit Solutions,,BENOSI,,Orion Systems Inc.,,,0,,,9,,,9,
BENEFL,,Clarity Benefit Solutions,,BENOURCRE,,OurCare In-Home Health Services,,,24,,,2,,,26,
BENEFL,,Clarity Benefit Solutions,,BENOWGOLF,,"Old Westbury Golf & Country Club, Inc.",,,6,,,0,,,6,
BENEFL,,Clarity Benefit Solutions,,BENPACINC,,"Princeton Air Conditioning, Inc.",,,6,,,3,,,9,
BENEFL,,Clarity Benefit Solutions,,BENPACOR,,"Pacor, Inc",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPAPA,,Papamarkou Wellner Asset Management Inc,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPARKAV,,Park Avenue Building & Roofing Supplies ,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENPATHOU,,The Patterson House,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPAYMAX,,"Paymax Services, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPECO,,Peconic Land Trust,,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENPEDS,,Park East Day School,,,1,,,5,,,6,
BENEFL,,Clarity Benefit Solutions,,BENPELLAH,,Pella Regional Health Center,,,1,,,18,,,19,
BENEFL,,Clarity Benefit Solutions,,BENPENCAP,,Pure Encapsulations LLC,,,9,,,1,,,10,
BENEFL,,Clarity Benefit Solutions,,BENPENNOY,,Peter Pennoyer Architects D.P.C.,,,2,,,2,,,4,
BENEFL,,Clarity Benefit Solutions,,BENPENNS,,Pennswood Village,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENPFFORG,,Planting Fields Foundation,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPFGNAI,,"Poltrona Frau North America, Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPGINT,,Patriot Group International Inc.,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENPHAPH,,Austin Proper Hotel,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENPHDPH,,Downtown Proper Hotel,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPHYMCA,,Greater Philadelphia YMCA,,,12,,,1,,,13,
BENEFL,,Clarity Benefit Solutions,,BENPINESW,,The Pines At Whiting,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPLATEA,,Plateau Software Inc.,,,5,,,2,,,7,
BENEFL,,Clarity Benefit Solutions,,BENPLATS,,"Platsky Company, Inc.",,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENPLDEVEL,,"P&L Development, LLC.",,,17,,,10,,,27,
BENEFL,,Clarity Benefit Solutions,,BENPLIANC,,Pliancy,,,11,,,1,,,12,
BENEFL,,Clarity Benefit Solutions,,BENPLYCHR,,Plymouth Church School,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPLYPTH,,PolyPaths LLC,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPOPUL,,Population Council,,,0,,,6,,,6,
BENEFL,,Clarity Benefit Solutions,,BENPOSTMG,,Post Management LLC,,,0,,,3,,,3,
BENEFL,,Clarity Benefit Solutions,,BENPPCBT,,"CBT Bus Transit, Inc.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENPREMBR,,Premier Brands of America Inc,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPREPRS,,Premier Press,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENPRESTPR,,Prestone Printing Co. Inc.,,,35,,,0,,,35,
BENEFL,,Clarity Benefit Solutions,,BENPRFREE,,"Project Freedom, Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPRHOME,,Principle Homecare LLC,,,11,,,5,,,16,
BENEFL,,Clarity Benefit Solutions,,BENPRISM,,Prism Capital Partners LLC,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENPRMAPE,,Practice Makes Perfect,,,6,,,2,,,8,
BENEFL,,Clarity Benefit Solutions,,BENPROLIS,,"ProList, Inc.",,,23,,,14,,,37,
BENEFL,,Clarity Benefit Solutions,,BENPROM,,"Prominent Escrow Services, Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPROMAR,,"Promar Precision Engineer Rebuilders, In",,,0,,,3,,,3,
BENEFL,,Clarity Benefit Solutions,,BENPROPRK,,Prospect Park Jewish Center,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENPROTECS,,"PROTECS, LLC",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENPRTGIM,,"Prestige Imports, Inc.",,,0,,,5,,,5,
BENEFL,,Clarity Benefit Solutions,,BENPWGROS,,P.W. Grosser Consulting,,,3,,,11,,,14,
BENEFL,,Clarity Benefit Solutions,,BENPWIMPS,,Prestige Wine Imports Corp,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENPWLTD,,Panorama Windows Ltd,,,0,,,3,,,3,
BENEFL,,Clarity Benefit Solutions,,BENQMMS,,QMMS LLC,,,22,,,0,,,22,
BENEFL,,Clarity Benefit Solutions,,BENQUESTC,,"Quest Consultants, LLC dba Aerstone",,,23,,,0,,,23,
BENEFL,,Clarity Benefit Solutions,,BENQUOGUE,,Quogue Management Club,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENQUOTNT,,Quotient Biodiagnostics Inc.,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENRADMD,,"RadMD, LLC",,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENRAIN,,"R.A.I.N., INC.",,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENRANLOG,,Rand Logistics,,,0,,,4,,,4,
BENEFL,,Clarity Benefit Solutions,,BENRDWING,,City of Red Wing,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENRECCO,,"Recco Home Care Service, Inc.",,,0,,,34,,,34,
BENEFL,,Clarity Benefit Solutions,,BENRECIP,,Reciprocal Management Corporation,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENREINR,,"Reinauer Transportation Co., LLC",,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENRETR,,"The Retreat, Inc.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENREVHLT,,RevHealth LLC,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENRGNCM,,"RG Niederhoffer Capital Management, Inc.",,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENRHAP,,Reproductive Health Access Project,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENRIPPLE,,"Ripple Effect Communications, Inc.",,,0,,,4,,,4,
BENEFL,,Clarity Benefit Solutions,,BENRISSUN,,Rising Sun Woodworking,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENRLSFT,,"Realsoft Technologies, LLC",,,4,,,0,,,4,
BENEFL,,Clarity Benefit Solutions,,BENRNDABT,,Roundabout Theatre Company,,,13,,,72,,,85,
BENEFL,,Clarity Benefit Solutions,,BENROBSAM,,"Robert B. Samuels, Inc.",,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENROCK,,Blue Rock Construction Inc.,,,5,,,2,,,7,
BENEFL,,Clarity Benefit Solutions,,BENROSSIN,,Ross Institute,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENROTBLK,,Rotwein and Blake Associated Architects ,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENROVMAIN,,"Rovmain, Inc.",,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENRPPINC,,Roland Park Place,,,5,,,2,,,7,
BENEFL,,Clarity Benefit Solutions,,BENRSM,,RSM Holdings,,,4,,,1,,,5,
BENEFL,,Clarity Benefit Solutions,,BENRSRCHD,,"Research Director, Inc.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENRTDFIN,,"RTD Financial Advisors, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENRVCNJ,,Livingston Vitreo-Retinal Associates,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSACKET,,Sackett Potatoes ,,,47,,,0,,,47,
BENEFL,,Clarity Benefit Solutions,,BENSALBRO,,"Salomone Bros., Inc.",,,5,,,2,,,7,
BENEFL,,Clarity Benefit Solutions,,BENSALCAR,,SalCare Home Health Services,,,25,,,5,,,30,
BENEFL,,Clarity Benefit Solutions,,BENSALTZ,,Saltz Mongeluzzi & Bendesky P.C.,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENSAMCO,,"SAMCO Enterprises, Inc.",,,0,,,3,,,3,
BENEFL,,Clarity Benefit Solutions,,BENSANCTU,,Sanctuary For Families ,,,3,,,3,,,6,
BENEFL,,Clarity Benefit Solutions,,BENSANSIM,,San Simeon by the Sound,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENSBARCH,,SB Architects,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSBTENN,,Southern Bank of Tennessee,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSCARS,,Scarsdale Golf Club,,,3,,,1,,,4,
BENEFL,,Clarity Benefit Solutions,,BENSCEPTR,,Sceptre Management Solutions,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENSCHOEN,,"Schoeneck Containers, Inc.",,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENSCHSON,,Schweid & Sons,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSCIULL,,"Sciullo Engineering Services, LLC",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSCSAGE,,SCS Agency Inc,,,23,,,0,,,23,
BENEFL,,Clarity Benefit Solutions,,BENSEAGIS,,Seagis Property Group LP,,,3,,,2,,,5,
BENEFL,,Clarity Benefit Solutions,,BENSEAWK,,Seawanhaka Corinthian Yacht Club,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSEBCO,,SEBCO Development Inc.,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENSEBNC,,Southeast Bronx Neighborhood Centers,,,0,,,4,,,4,
BENEFL,,Clarity Benefit Solutions,,BENSECINN,,Secure Innovations,,,34,,,0,,,34,
BENEFL,,Clarity Benefit Solutions,,BENSECURE,,"The SecureCom Group, Ltd",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSENECA,,"Seneca Dairy Systems, LLC",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSENSPE,,Sensory Spectrum Inc,,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENSEPAMU,,SEPA Mujer Inc.,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENSERDC,,Services for the Dev Challanged,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSFEHVN,,"Safe Haven Home Care, Inc.",,,11,,,10,,,21,
BENEFL,,Clarity Benefit Solutions,,BENSGOLD,,Sutherland Gold Group,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSHCC,,Sleepy Hollow Country Club,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENSHMRK,,Shamrock Construction Group Inc. ,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSHOLDC,,Sholom Day Care Inc.,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSHOLOM,,Sholom Sholom Inc. ,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSIAM,,Society for Industrial & Applied Math,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENSILVA,,Silva Contracting,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENSIMCOM,,Simplify Compliance,,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENSIMHOU,,Simpson Housing LLLP,,,116,,,0,,,116,
BENEFL,,Clarity Benefit Solutions,,BENSJGASC,,"South Jersey Industries, Inc.",,,24,,,1,,,25,
BENEFL,,Clarity Benefit Solutions,,BENSJRSAN,,"South Jersey Sanitation Co, Inc",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSKC,,"SKC & Co. CPAs, L.L.C.",,,4,,,1,,,5,
BENEFL,,Clarity Benefit Solutions,,BENSKILL,,Skill Survey Inc.,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSKP,,"Spielman Koenigsberg & Parker, LLP",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSKYLI,,"Sky Light Center, Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSKYLIN,,"Skyline, LLC",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSLIDER,,Slider Engineering Group,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSLOANM,,"Sloan Management, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSMOOTC,,Smoot Construction Co of Washington DC,,,39,,,0,,,39,
BENEFL,,Clarity Benefit Solutions,,BENSOLENE,,Solar Energy Systems LLC,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSOSCPU,,Society for Science & the Public,,,4,,,0,,,4,
BENEFL,,Clarity Benefit Solutions,,BENSOVMED,,"Sovereign Medical Services, Inc.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENSPAGES,,Spages Pharmacy Inc.,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSPCTRN,,"Spectron Glass & Electronics, Inc.",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSPEHEA,,"Spectrum Health Services, Inc.",,,5,,,2,,,7,
BENEFL,,Clarity Benefit Solutions,,BENSPIEZL,,Spiezle Group Inc.,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSPINS,,"Spins, LLC",,,18,,,109,,,127,
BENEFL,,Clarity Benefit Solutions,,BENSSKBLW,,"Salenger, Sack, Kimmel & Bavaro, LLP",,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENSTEELY,,The Steely Group,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENSTJUDE,,St. Jude Neighborhood Health Centers,,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENSTKCHT,,"StockCharts.com, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSTMUSE,,The Studio Museum in Harlem,,,4,,,1,,,5,
BENEFL,,Clarity Benefit Solutions,,BENSTOAUT,,"Stoler Automotive Network, Inc.",,,1,,,5,,,6,
BENEFL,,Clarity Benefit Solutions,,BENSTPLLC,,"Stewart Tubular Products, LLC",,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENSUBURB,,Suburban Glass & Mirror ,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENSUMFGR,,"Summit Financial Group, Inc.",,,264,,,0,,,264,
BENEFL,,Clarity Benefit Solutions,,BENSUMMID,,Summit Operating Services Company LLC,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENSUMRK,,Summit Rock Advisors LP,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENSUNDNC,,Sundance Home Care Inc.,,,10,,,15,,,25,
BENEFL,,Clarity Benefit Solutions,,BENSUNSHN,,Sunshine Development School,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENSUNTOY,,Sunrise Toyota Scion,,,3,,,9,,,12,
BENEFL,,Clarity Benefit Solutions,,BENSWITPC,,"Switlik Parachute Company, Inc.",,,2,,,1,,,3,
BENEFL,,Clarity Benefit Solutions,,BENSWLEAD,,Southwest Leadership Academy,,,3,,,0,,,3,
BENEFL,,Clarity Benefit Solutions,,BENTACT,,Tactical Public Safety LLC,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTALBHF,,Talbot Hospice Foundation Inc,,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENTANGRM,,"Tangram, Inc.",,,4,,,0,,,4,
BENEFL,,Clarity Benefit Solutions,,BENTASTY,,"IG US Holdings, Inc",,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENTAYMAT,,Taymatt LLC,,,0,,,2,,,2,
BENEFL,,Clarity Benefit Solutions,,BENTBJ,,Congregation B'nai Jeshurun,,,2,,,25,,,27,
BENEFL,,Clarity Benefit Solutions,,BENTCFD,,"The Center for Discovery, Inc.",,,4,,,0,,,4,
BENEFL,,Clarity Benefit Solutions,,BENTCVCG,,"The Cardiovascular Care Group, PC",,,4,,,3,,,7,
BENEFL,,Clarity Benefit Solutions,,BENTEC,,TEC Solutions LLC,,,1,,,2,,,3,
BENEFL,,Clarity Benefit Solutions,,BENTECH,,"B Tech, Inc.",,,0,,,21,,,21,
BENEFL,,Clarity Benefit Solutions,,BENTECLAB,,"Tec Labs, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTEECS,,Thomas Edison EnergySmart Charter School,,,0,,,42,,,42,
BENEFL,,Clarity Benefit Solutions,,BENTELPC,,Telophase Corporation,,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENTENAXC,,Tenax Corporation,,,5,,,0,,,5,
BENEFL,,Clarity Benefit Solutions,,BENTENZG,,Tenzing Insurance Strategies,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTESTRT,,Testrite Visual,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTETRA,,"Tetracore, Inc.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENTFCCON,,"TFC Consulting, Inc.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENTHARCO,,"Tharco, Inc.",,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTHECC,,The Criterion Collection,,,1,,,0,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTHECOO,,The Cooper Union ,,,3,,,5,,,8,
BENEFL,,Clarity Benefit Solutions,,BENTHMTRO,,The Metropolitan Companies,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTHOMBR,,"Thom Browne, Inc.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENTHRIVE,,Thrive Behavioral Health,,,1,,,1,,,2,
BENEFL,,Clarity Benefit Solutions,,BENTHRNCO,,"Tharanco Group, LLC",,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTHROMB,,"Thrombolex, Inc.",,,2,,,0,,,2,
BENEFL,,Clarity Benefit Solutions,,BENTIEDIN,,"TIG ADVISORS, LLC",,,1,,,5,,,6,
BENEFL,,Clarity Benefit Solutions,,BENTKC,,The King's College,,,2,,,41,,,43,
BENEFL,,Clarity Benefit Solutions,,BENTNYCCC,,The New York City Church of Christ,,,0,,,1,,,1,
BENEFL,,Clarity Benefit Solutions,,BENTOA,,The Toa Reinsurance Co of America,,,3,,,0,,,3,
